,NCIA-01751,NCIA-01752,NCIA-01753,NCIA-01754,NCIA-01755,NCIA-01756,NCIA-01757,NCIA-01758,NCIA-01759,NCIA-01760,NCIA-01761,NCIA-01762,NCIA-01763,NCIA-01764,NCIA-01765,NCIA-01766,NCIA-01767,NCIA-01768,NCIA-01769,NCIA-01770,NCIA-01771,NCIA-01772,NCIA-01773,NCIA-01774,NCIA-01775,NCIA-01776,NCIA-01777,NCIA-01778,NCIA-01779,NCIA-01780,NCIA-01781,NCIA-01782,NCIA-01783,NCIA-01784,NCIA-01785,NCIA-01786,NCIA-01787,NCIA-01788,NCIA-01789,NCIA-01790,NCIA-01791,NCIA-01792,NCIA-01793,NCIA-01794,NCIA-01795,NCIA-01796,NCIA-01797,NCIA-01798,NCIA-01799,NCIA-01800,NCIA-01801,NCIA-01802,NCIA-01803,NCIA-01804,NCIA-01805,NCIA-01806,NCIA-01807,NCIA-01808,NCIA-01809
decanoylcarnitine,,,,,,,,,,,,38915.9,,25721.8,,22132.6,,27721.3,,,,20342.3,,,36928.1,58718.6,,,40987.2,,,54662.3,,43563.6,,31974.9,34859.4,,,72144.4,49720.5,262144.8,,,34389.1,275555.4,61460,,37793.9,,,22587.7,,,43058.4,50150.5,,,136990.6
deoxycarnitine,486257,238905.6,454931.9,152894.1,,170854.6,918796.3,632533.9,891978.6,285017.9,596605.1,187237.8,84006.9,781673.3,688327.8,442749.9,440874.2,184330.3,906089.3,173977.2,588294.7,319212.9,650193.4,615190.8,931921.7,1283289.5,530617.5,119918.5,434939.8,261175.3,,288312.9,410072.8,241811.1,363590.9,146235.8,443398.6,509748.7,817680.1,793753.4,276389.1,274862.1,38544.3,238717.7,911568.4,385333.9,1339878.8,722815,368936.8,442463,219855.4,95533,132109.6,338808.8,310034,215010.7,401730.9,201751.8,139205.5
dexpanthenol,,,74902.3,,61362.1,,,,,31773.7,22735.5,,,42217.8,,25101.6,,,,62047.7,,,51342.8,59303.9,41941,,43846.8,62898.2,,,10390124,4848700.5,683353.7,634734.2,61362.1,114516.6,168085.1,79211.1,82153.6,161150.9,115398,40091.8,113842.3,60253.2,,,,,,,45804.6,,37551.5,,56000.7,26769.1,26680.9,,106862.4
dihomo-linoleate (20:2n6),6039010,2693496,4167807,815814.3,1221958.4,386042.8,4906893.5,3662917,2235783.3,5856670.5,1460109.3,1414472,1144034.1,4371152.5,5542514,4235142,12677710,517860.1,8631207,3515019.3,2201865.8,11096502,5800606,6872636,2178320,2309187.3,1609153.6,2272485.3,6592964.5,7213554,1441261.8,2557811,1217372.3,747019.6,772928.9,211610.5,5454944.5,5740572,3817420,1258438,1402174.4,885429.4,2397169.8,766810.7,14185174,1289000.8,7486631,6032148,3804848.5,545530.6,431538.8,2508948.5,1116132.1,963354.4,1104339.9,1444472,1344165.5,3529349.8,413218.3
dihomo-linolenate (20:3n3 or n6),2101865,7807626,4619645,3041624.5,853408.2,353393,5153639,2642916,1247781.4,2390037,923113.6,1410498,706648.9,4239193.5,4484334.5,6117892,21525208,1390757.8,17643308,18356688,1337027.4,8038460.5,4315486.5,13247565,762172.1,3173568,1728820,1607841.5,12091980,3350677.8,1338432.3,2640030.3,3540813,2255660.8,567547.7,554038.4,12267843,11815182,5317950,2322849,1669349.8,1296491.1,1880181.6,614945.8,12675713,2878225,3371083,9281379,11549285,618222.3,598770.5,2073819.6,706553.2,1609909.4,1667339,2497792.8,1059634.6,1889619.5,2136192.3
dimethylarginine (SDMA + ADMA),218644.9,427217,438988.7,484286.5,772258.3,920825.5,305045.8,444002.8,,622257.1,,1413968.5,205721.2,279564.9,112268.7,253176.1,358660.2,173235.8,616213.2,349205.2,219220,235660,283578.8,303146.3,153709.3,235253.9,235660,230859.6,395240.4,468460.7,176030.3,258800.1,749934.3,264479.7,138285.1,160956.7,270649.8,307790.7,253686.3,260557.2,309084.4,202073.1,,92816.1,204801.9,189459.5,167848.2,139764.9,88596.7,104960.5,118359.4,304794.4,213869.4,205276.2,106022.1,206110.9,145899,101101.3,182219.6
diphenhydramine,,,,,,,,,,,,,,,,,,,,,,,,,1401462.3,313015.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docosadienoate (22:2n6),396529.7,405238,446101.1,132156,64811.7,25619.9,375674.7,311810.4,103439.5,283512.2,146664.3,152441.3,47199.7,320534.5,312988.6,370312.1,1116264.1,90832.7,749000.3,379082.1,135776.4,856824.1,331391.9,419649.6,168579.8,316095.2,172372.9,155499.5,643700.9,544815.8,125209.3,339031.9,99325.5,107942.2,45131.7,19847.5,590576.9,637289,392225.8,119187.1,149018.3,108824.6,86484,28941.8,687856.3,137866.5,367581.9,477828.2,232390,82338.1,25840.1,151787.7,69284.1,127679.5,103692.2,136851.4,123223.4,159211.2,44700.4
docosahexaenoate (DHA; 22:6n3),1860900,5987824.5,6018799,2885838.8,223702.7,232134.8,3290375.8,1846382.3,1250531.5,1612383.8,747879.3,639081.8,327228.9,3497072.5,3239145,5994485,11482417,1692243.1,7909895,5100222,986398.9,5322483,4289661.5,13516381,668744.7,3595622,1686932.6,737077.1,15176518,6752507.5,698937.3,1493167.3,2780787,1103326.6,296757.1,755253.6,10580439,9976659,7509440,3236347,1366684.8,681693.6,653915,419866.6,14942094,3582024.3,2900897.3,10152553,7196670.5,718768.6,118993.3,1831864.4,249040.4,470063.3,2221652.5,3311786.8,1546788.5,489090.6,1616077.6
docosapentaenoate (n3 DPA; 22:5n3),1383454.5,2809970.5,5162189.5,1580697.5,333298.7,163669.9,3273683.5,1830888.4,806132.2,1713150.9,737270.4,627665.6,290349.2,2148623.5,3677212.5,6002221.5,12783358,452345.1,8080388.5,5606954,1075335.8,7486395,2227736,8636037,809558.9,1957085.6,1356944.5,994614.3,14084089,5417045,443464.7,1256532.8,872078.4,487420.8,358484,278425.3,11437453,11420430,3393543,2259582.3,1201654,589484.4,949262.6,371306.7,19861422,2306047,5581795,7974684.5,12174678,371335.6,151320,1330434.5,291291.8,286032.7,934791.8,1874137.6,616997.8,862820.9,568009.3
docosatrienoate (22:3n3),179414.5,403585.3,509084,80689.8,76341,,325170.5,184070.5,82276,25656.6,87541.8,67680.3,25875.6,196780.4,472711.1,396794.4,799142.3,101513,668472.3,662213.8,78536.5,487171.9,,378211.7,69124.8,214731.3,106531.3,90000.5,591174.3,481077.4,,382512.8,50014.6,138479.2,117446.6,,725441.1,836854.3,372430.3,119150.2,124618.5,46044.3,,109035.6,971982.7,126782.1,263864,330971.9,392602.8,25570.7,60574.2,104214.6,48490.7,113387.5,126782.1,87223.2,112602.5,208725.5,68534.9
eicosapentaenoate (EPA; 20:5n3),1530814.4,1742345.3,2466060.8,896777,257593.1,356032.8,2371611.5,964968.2,648444,420743.5,501927.7,455785.1,332873.3,2991428.3,1997005.9,2494289.5,13099482,469307.3,6365599,1949405.5,650653,2492436.8,3324545.5,9266635,557766.1,1106541.4,875211.1,561687.6,8556140,2632507.8,467716.3,587563.4,1233037.9,670545.8,310605.8,640499.5,3120119.3,6548183.5,5198466,1331109.6,612764.2,353255.3,463054.3,368210.3,23219050,1603067,3979394,5663060,9068672,361892.7,404497.2,890551.6,188178.7,347745.1,791372.9,903002.4,942211.7,484007.5,698700
eicosenoate (20:1),15423681,2811513.3,12588409,1190166,3408937,1177992.8,13720418,12003492,5304119.5,17646548,5247039,4896707,3250402.8,10709985,15371451,10545054,14056191,661991.6,15243424,3590015,5852946,23555334,15849020,13165659,6223412,3209316.3,4712622,8526926,11826995,28193022,5462903,10564720,1810240.3,699616.5,4169700.8,821855.4,12185564,11648910,20800656,5578533,6455550,2926898.5,13331144,3956879.5,35904696,4611752,16826230,18872850,7694053.5,720203.6,1376234.6,5142798,4983830.5,673715.2,3528529.8,2638515.8,4927801.5,9504200,1080102.6
ergothioneine,,55249.1,668097.6,291346,,57231.1,98860.1,77376,150827.5,343568.5,159619,77070.5,144805.5,252582.9,298547.6,241909.2,248607.5,529468.4,275609.3,112370.7,114454.6,223951.8,110677.9,105755.3,,,605905.3,286861.4,164723,360469.9,,169077.4,58454.5,152436.1,176258.7,142146.8,286068.7,256678,344008,302384.5,95955.2,148241.6,29200.9,248534.8,131090.5,171042,178899.6,53738.4,69703.6,306636.9,166115.3,170469.7,270707.6,54939.9,173607.8,106272.4,124688.4,218259.9,100328.3
erythritol,,8695.1,30838,20169,,,41170,25594,40665.4,13621.5,63666.2,36186.2,,28663.2,36295.5,13050.9,26858.2,26505.7,46569,15194,20266.8,28615.8,27737,41890,178889.5,233630.6,14796,,,22336.1,,23850.5,21694,58256.8,18554.2,,28999.1,36175.5,19326,30512.8,,34047.3,,18659,87757.5,66923.2,17430.5,42186.2,29077.2,8196.2,,,,,,8979.8,,20095.8,18679
erythronate*,8166.5,15516,20292.7,19407.6,,,,,10756.5,11315.9,28754.3,18181.4,,11140.9,19483.7,,,8088.1,,11154.8,7137.2,,6446.9,,81928.6,82301.3,15516,4754.7,9040.4,21595.5,,29918,12197,17002.4,,,23125.4,33150.7,14938.4,14457.6,5757.5,43858.8,,,19215,54804,18555.4,23141.9,15049.9,,,,5665.8,,,,,6927.1,
ethanolamine,2600397.5,3665762.3,2016094.8,1196228.5,394868.1,1855738.6,1296424.6,1171534.4,1542693.5,1313897.4,4856375.5,4008594,391321.8,1124096.6,1440008.5,688457.7,1471306.9,1248399.3,2262325,2409460.3,2527936.5,2539220.5,1314481.8,2697041,2222904.3,3192532.5,1756056.4,805427.8,1528914.3,744886.8,542617.4,1596519.8,5518364,1184622,1099448.4,596175.3,2034659.9,1278951.9,1687614.4,1676575.5,745038.7,423296.3,87746.9,466569.1,1947996.9,1719103.9,1273868.1,2477386,943234.9,778853.2,223369.6,803403.5,1008856,705132.6,609825.1,499698.5,712486.1,901756.6,1342203.3
flavin adenine dinucleotide (FAD),12619.2,14115.8,19106.7,7022.8,,,17539.7,13678.4,15335.9,7576.3,7515,4915.3,,12040.5,24451.3,17332.3,21268.1,7087.8,37053.1,17038.7,15004.9,13146.7,15976.9,26024.3,,,17210.1,6847.9,15689.6,7761.1,6092.9,11001.6,23490.3,13241,8976.5,6132,14702.3,15841.2,19982.5,18723.3,,,,8123.5,28976.6,,20832.3,15650.5,22415.6,,7978.5,5552.7,5257.4,11298.2,4900,,11000.1,6709.8,
fructose,35808.7,,41444.7,41384.2,77008,649125.4,271428.9,204740.8,162344,,1433415,820536.9,,173363,195930.8,,122112,222837.4,142402.3,50131.3,36907.2,,101821.7,100319.8,46650,63282,,,69728,72256,,,394652.8,230819.4,,,263267.4,415385.4,293649.6,78568.5,,123679,,,175252.4,117661,447425.3,723473.2,288435,,,,38531.6,57577,,49481,95335.4,46392,18995.1
fructose-6-phosphate,133890.9,12076.5,123465,119818.3,36554.8,136729.9,263445.8,229433.5,258114.2,116041.2,363591.4,382485.8,106952.8,147717,397347.3,97073.7,107178.2,203281.7,252902.4,203366.5,165010.2,76855,88379,172187,44637.8,,63235.1,100898.6,175092.8,216134.3,16574.4,111959.4,21989.3,458734.4,166599.7,71350.4,81480.3,144193.3,254789,124697.4,120086.5,118462,68162.5,154088.1,153370.4,202107.3,309318.5,114164.4,113160.7,19289,,75021.4,136154.8,116449.6,,,75830.6,126843.5,47275.5
fumarate,216241.6,155952.7,310057,198025.1,29340.1,76134,467083.8,405483.3,798691,111103.7,674614.6,373535.3,62201,374046.1,295440.1,89534.9,696201.6,139434.9,636837.2,121515.4,276113.7,207839.3,405645.5,584038.1,41310.6,40441.4,91904.6,45473.6,478659.8,127737.3,40801.1,117762.4,580418.9,207841.6,194818.8,26982.6,263335.4,243167.4,246117.6,105833.3,134454.7,93503.4,,118300.7,990671.8,254432.8,412576.7,268494.6,173872.3,46143.6,25814.8,80343.4,56676.2,52009.6,41979.3,53859,120625.4,48943,82284.8
galactose,2330931.3,998291.4,,,115437.3,2411289,2434193.5,4217315,627581.8,1960986.8,2382882.5,4280407.5,1408905.9,1344408.8,964255.3,3303193,1261249.3,3278697.8,50895.8,4481561.5,2490673.5,591013.5,1384379,1023256.7,1597047.9,1672183.5,24219.2,1502976.9,,,,,,30677,,,,,,38575.5,,,,,,63507.1,33112.3,12299572,61613.2,596790,1107785.5,1845874.3,1676832.4,2515571,2208576.5,2630012.5,1072498.3,3989850,
gamma-aminobutyrate (GABA),172493.1,26729.6,50522.3,10503.5,13396.2,80325.1,144058.7,74353.6,88180.5,,2481798.8,186539,,46403.5,56281.8,19414.3,118558.8,,120199.6,23519.7,105062.7,32320.8,77209.5,95479.7,,15271.6,15270.7,,21683.1,,,16401.9,36357.8,,22191.7,5467,37028.8,63707.4,26462.9,5660.5,,8054.4,,37028.8,30511.7,,74272.4,71675.3,38276.8,23235,,,44012.2,23851.4,16038.3,42504.7,32386.9,62749.7,4737.8
gamma-glutamylglutamate,,124156.4,519483.3,1378600.6,,82573.1,,,,187245.1,,,54977.1,169553.7,155987.3,148365.3,,196508.5,210121.8,178314,,,371126.1,128587.3,51618.7,19481,638827.8,403374.8,386550.9,1823547,559847.1,1532375.8,591130.4,1009657.8,293838.1,729705.3,515955.2,44132.4,34564,912589.4,1296139.5,475567.6,20347.2,429191.9,,893828.7,,57478.7,,195001.7,92126.1,384419.8,351815.4,380887.6,176323.9,339946.2,349111.2,360980.5,637560.8
gamma-glutamylglutamine,,37200.6,,170203,41673.8,380955,171654.2,,,,108618.1,162281.5,50450,107977.1,67111.7,70904.1,79804.8,,179695,58157.3,40723.3,29177.9,157375.6,63476.2,,,33715.9,101854.2,106776.9,244819.6,71540.4,471241.7,62793.3,128125.2,40491.7,106370.4,,80221.8,64050.2,165864,233154.2,61220.2,39330.8,34638.4,,,73054.4,29116,62892,68753.7,83656.6,84032.7,,47385.1,46756.7,30646.3,33402,,
gamma-glutamylleucine,71758,89769.8,172207.2,164380.1,18678.8,180313.8,78138,67737.6,133815.9,101258.5,659785.8,436195.6,20828.1,89822.6,88476.6,84701.8,80523.3,46454.6,433256.4,70101.9,82192.6,83166.4,129165.1,115816.4,86237.3,67836,164359.1,54194.5,112798.2,89206.9,61163.9,100133.1,194095.2,45591,85510.4,36913.1,197019,87390,80082.7,85388.2,100835,74208.7,,55231.6,40329,94177.1,96676.8,154532.5,,17717.4,30512,81319.6,70833.7,48244.2,66986.7,80813.6,54529.4,97356.3,74367.6
gamma-glutamylphenylalanine,33545.3,,94947.3,93281.5,,96778.2,56713.1,,66355.3,75012.6,274929.7,190194.5,,40372.4,32311.7,83021.7,54786.7,48007.1,196617.2,61942.9,47729.7,77959.7,37736.1,49062.6,66735.3,53208.7,60104.8,30114.6,,56836.5,,71182.9,63722.4,,46965.6,25481,86905.8,,17637.5,,59981.4,54569.5,,,,41863.7,43796.4,96183.7,,,29078.2,56064,,59992.3,72744.2,63191.5,44159.1,92684.2,37894.8
gamma-glutamylthreonine,,,79335.6,51485.8,23203.7,52565.4,48053.3,44987.8,40721.6,,109137.6,45461.1,,90894.8,80644,68224.3,34409.8,,85864.7,29679.4,81775.7,64589.7,47472.9,33177.3,,,83826,,76910.8,35145.4,,30305.5,43831,,54952.5,,74367.2,64194.6,59992.3,39707.2,44152.7,,,40964.7,26900.8,26496.9,,25465.9,,,23095.6,,,51953.8,56057.8,41044.3,61897.5,67149,26648.4
gamma-glutamyltyrosine,,,49867.8,69151.5,,47377,,59458.2,,45229.5,130198.8,95696,,41487.3,33961.1,72793.8,,,,49313.1,51746.9,56954,48074.7,78451.2,33922.4,,42573.1,28010.1,69180.8,26034.7,30556.2,45229.5,72190.7,34103.5,20017,23622.5,60647.7,34750.3,,22046.7,34470.8,33404.5,,20142.2,,45261.2,,51581.5,,,16271.4,41276.8,,42585.8,54300.5,53231.2,43494.4,121377.4,16329.9
gluconate,963287.9,278852.8,269378.7,133898,68135.9,1018288.6,99811.5,33335.4,46938.5,65797.9,365894.7,169095.8,327909.4,427929.2,524571.1,,348251.4,1360105.4,314658.8,452155.3,72990.8,133898,98283.2,117245.2,32394.9,50970.8,48564.2,217714.3,25223.1,,,,49341.4,121113.6,13219.4,24976.7,,23234.8,20257.3,,,48762.6,,,166780.4,37349.2,417967.6,336124.6,262340.7,135352.7,,394899.5,60785,471525.3,10919,788737.9,156598,96463.1,
glucose,285612.9,208725.7,2678546,4937128,1491384.9,4931924.5,5016022.5,5539658,1139703.8,385026.7,20640514,35378540,4942332,6798447,7968272.5,659697.2,5922650,7653575,4050836,1693423.5,206800.6,234406.7,1700402,888090.9,137124.5,141910.7,516295,1249564.4,21949754,9971695,10351866,7126801.5,7978570.5,21425470,8259472.5,1361421,10556815,15960691,27750956,8630717,8701117,7582624.5,3698853.8,12648649,13149070,6677448.5,20155756,16805502,18675024,178561.6,533686.6,2645970.5,1538748.4,2726813.3,165578.4,1274253.4,16333239,1176101.1,1451306.1
glucose 6-phosphate,53078.3,87676.5,184480.5,209541.1,,261661.2,432303.8,386768.2,418909,132791.1,1196522.4,631001.6,57098.3,263064.2,548855.7,188050.2,245476.6,372614.5,588130.5,495519.8,231873.3,134624,197600.4,328690.9,,54739.8,,247521.4,279443.5,344875,70666.1,331177.9,,1044250.8,172238.9,186218,118431.6,399022.3,461418.7,292190.4,,291619,,108139,364125.3,,780159.6,277203.9,365369.1,44856.6,66249.8,205730.8,100363.6,362066.9,48119.4,267052.4,82094,,
glutamate,27391896,16045897,27772752,15885071,4327374,31405884,34340120,29573294,45140096,16264673,77068024,59391168,3691199.5,21843034,21512372,14428115,23645746,10608566,57542824,16627511,25288210,23916142,25876742,38102668,9627411,13329887,21406102,10003512,23665034,27462308,4131538.3,21329990,33697528,16797710,19953750,8322736.5,30401942,34085076,21737956,12986333,14979226,7316761.5,665275.3,11113540,25604708,12745383,44090880,28950896,11295374,11032320,3706760,8169150.5,8440495,16457312,5675265,12181906,10675024,13138188,6971691.5
glutamine,15740672,11140866,11676680,14483005,6963799,16580570,18084336,17999276,17287486,14880049,12093709,17591008,9236137,11516082,11947750,11361148,12459529,9835385,18323334,10708470,11240254,11224078,14475701,12910101,10616400,10121830,9897673,9324172,15047244,12468590,4508943,12315511,14242173,10370685,12999322,8098888,12928527,12763728,12593064,12011200,12259664,10303349,4009748.3,11436807,9459525,7993613,15376534,9200668,7439921,8616881,9253768,11401344,8975965,11844247,9053029,11247880,8000354,11472268,5984501.5
"glutathione, oxidized (GSSG)",,,,,,,,,,2074451.5,,21765.3,206460.4,,,,,,28323.2,,,,,52819.7,,,,661044.1,,2219402.3,,273310.3,,,,315206.1,,,,275072.7,95821.3,,139610.5,,,,136453,,,742981.3,,,,78559.4,,,,,
"glutathione, reduced (GSH)",100407.1,,,185244.1,,,105804.3,,282527.1,2746005.5,,,618063.7,,,,,,82366.9,90062.9,,,119746.6,108811.8,62799,,,2385156.3,,1031953.4,103037.7,2234387.5,,84232.6,,337140.3,,,,505164.3,,,73454.1,,,78180.5,,,,117216.6,301036.2,,23088.2,67819.9,,,,,20618.5
glycerate,152381.2,124628,358438.5,193754.7,82853.7,247523.5,259222.5,466704.1,283595.9,230944.7,908651.3,300954.4,135988.6,100774.7,180218.2,77744.2,420343.1,885710.9,215188.9,124409.5,437931.2,290398.4,136214.7,134975.6,44917.8,39025.8,147876.1,76321,128858.1,132670.4,31525.5,59785.8,2500507.5,59241.5,124269.2,38892.1,101739.1,63896.9,164034.8,113358.6,57998.9,61209.7,,88117,130526.9,190312,316824.6,174453.8,245859.6,32929.4,50814,100518.5,100432.3,75251.6,36840.7,35383.4,33436.9,152997.4,37769.2
glycerol,105253312,5347029,13686001,887233.8,4395462,10874707,34509916,43140956,96205784,71336936,50849676,16015588,63952572,51854252,34500312,9160999,9598213,1863025.1,11952064,1872408.5,76882976,30283142,21535598,9702472,68339792,6303989.5,6172704,12804526,12359178,47823940,4526826,8264811.5,5680035,2376151.5,18404062,650092.4,8859767,9806730,20645482,4724705.5,2229515.5,1630889.9,6155968,10368399,39920368,5776482.5,96378472,16418771,5313000,1907473.1,704750.5,7159787.5,16168907,1492380.1,1534941.3,3288089.8,5111836.5,26269306,832917.6
glycerol 2-phosphate,143378.4,26222.2,24225.9,,,70815.1,347980,374472.8,612983.3,130543,1576115.3,381983.8,,588016,170871.6,100044.8,961081.5,,1066705.3,88167.4,594628.3,189741.2,388509.9,942498.7,120319.8,181847.5,,,311444.3,79725.3,,36071.9,,51658.6,19135,,128870.8,192493.4,143378.4,,,,8056.2,42944.9,1237655.1,,2220514.5,527779.8,144461.9,66368.3,,,13938.5,103170.5,10115.5,,33175.8,55496,
glycerol 3-phosphate (G3P),1331634.5,148918.3,591325.1,78368.8,74996.6,319732.8,2979734.3,2638745,8109257,480762.8,11247904,1873713.1,166998.2,5162463.5,1884899.5,596567.1,12192997,131899.5,6611159.5,692415,2747062,1195725.8,2898152.8,7468102.5,915615.4,982377.4,185516.9,41841.2,5138363,436898.8,67787.5,225255.6,105648.4,300123.2,294780,31458.7,1165548.8,2835908,1941759.5,88982.7,118741.5,75740.3,65411.4,458830.8,11923672,73739.2,10529155,2980771.8,2036194.1,294912.7,17847.5,94823.5,46462,508578.2,61841,150303.6,297309.3,272524.4,31342.4
glycerophosphorylcholine (GPC),14829300,2656492.5,10679538,462573.9,3345452.5,6567300,31773888,29877856,37777216,10913038,63952228,22097496,7088226,42765544,26114120,15194494,66259200,1092822.4,52202740,15171908,32670330,16582288,31264694,49522580,11894666,12102627,2628711.5,886671.4,31221216,4896352.5,2133427.3,3889815.5,1239809.1,4114732.8,5131463,613228.1,12855439,21518460,20816320,267490.6,761199.4,570962.9,3015189,8824098,51345440,624817.8,58647588,20173344,23883492,7926997.5,861219.6,1822890,1759347,9721199,3194935.5,1681401.8,8503651,6965223.5,592066.6
glycine,29084468,25466620,34003980,23058530,6382862.5,39574060,40698228,39672280,57570236,29152380,90731496,72197040,6931355,32221554,32588332,26547518,37979396,20850448,64598896,24129066,37619080,29218242,39211724,50744892,14397840,19928244,24694384,12258170,22586436,20417996,4159871.5,23162060,42373208,20803612,24616640,12680302,32936492,34382604,30924936,17736536,15597113,11146625,1019302.2,13425710,34005688,13255076,52135100,47572892,19069642,17481842,11994725,14764519,14170921,23510574,16869800,19457102,20450330,24747558,13822603
glycochenodeoxycholate,15539.8,11092.2,16814,38871.6,14847.3,39416.3,58532.2,53438.8,5530.4,11895.7,116239,209509.2,39735.4,7953.7,19803.3,23951.2,75058.7,15603,185282.8,53592.4,10227.6,7182.5,15034.8,35981.2,209636.5,217980.4,55751.1,,364700.9,301936.8,349743.1,30107.2,9492122,59531.1,21165.5,11196.9,822214.3,180651.8,175586.8,347331,533042,2115313.3,278072.3,53061.3,,,23818.7,152430.2,76626.1,,8185.3,53250.1,14816.9,,641837.3,222227.3,5413.7,,12681.6
glycocholate,6216.1,,73928.5,281802.1,10442.5,22774,130077.5,87327.6,,3900.5,448240.9,1027951.9,44192.2,23845.5,16354.1,12580.4,367099.8,90397.1,336570.6,86320,,4096.7,28816.3,83097.8,140749.3,234844.4,327638.4,14993.7,665456.3,781106.4,1074036.3,120836.8,3677535.5,20385.2,64306.7,41284.8,1826079.4,420840.5,712883.6,2175647.8,425076.3,1291361.5,927275.9,189770.4,,,9890.2,278484,155719,,108194.4,100924.2,48663.8,,747126.6,382268.5,11518.7,,14169
glycocholenate sulfate*,,,,,,,,,,,,,,,,,,,,,,,,,212827.5,74354.6,8689.6,,6841.4,17057,,,48406.4,,,,15248.9,17756.8,,,18422,10714.7,27489.2,,,,,,,,,25734.2,,,,,,,
glycodeoxycholate,,,,,9991.1,,,,,8482.1,,,42204,9184,18098.2,15656.7,188107.3,38323.3,248540.9,57458.6,9221.9,,32750.6,79971.7,,,34466.4,,,,184413.7,7004.3,,,36505.5,22925.1,505288,99949.8,,,692812.3,2063472,,,27021.1,,20017.4,82726.9,150996.3,,,34687.7,,,1005128.8,,,,8846.4
glycolate (hydroxyacetate),16347.6,,27670.6,12645,,14657,15225.3,21255.6,20036.8,,25810.5,21107.5,,,6416,,29931.4,,,,22584.2,24195.7,17160.3,19876.5,15753.6,18162.7,,,12115.8,,,24524.1,19979.8,25910.6,17344.7,,23435.5,24544.5,26157.6,21795.1,14949.4,16226.2,,16627.8,4839.9,,24704.4,19294.2,20083.1,,,,,27722.3,,,17668.1,15403.8,24222.6
glycoursodeoxycholate,2642.5,,,,,,,,,,6711.3,,4426.2,,14896.9,16899.4,3586.4,,15226.4,,,,,5385.6,2062.8,,,,135616.8,145622.7,15040.4,,3440900.3,25098.2,,,4467.1,,,,22899.8,57396.4,,,,,7367,34380.6,,,,,,,33163.4,,,,
glycylglycine,246075.6,133174.8,255770.6,122773.1,34678.3,150694.5,469690.9,446222.8,598204.2,185754.6,637847.1,644579,73822.5,262375.4,174979,163330.7,518424.8,69489.1,798936.1,232179,211490.2,148617.8,295562,481556.8,82719.2,159644.7,177053.7,107149.6,193706.5,183589,23089.9,253852.3,412206.1,157757.6,114430.9,62521,288958.2,427383.8,231994.4,115316.4,136477.2,17807.9,,113816.5,126612.7,95768.1,367640.3,142338.3,110919.2,104573.5,53475.8,105565.7,59874.9,154974.5,48580.6,122371.7,92703,81426.7,43601.3
glycylisoleucine,465316.3,,50076.1,,,38193,1001391.4,1594809.3,1453439.4,107467.8,306781.8,3528413.3,140701,181111.3,31396,20856.3,617960.8,,1172117.4,49746.1,30616.8,71342.4,824309.8,824523.6,50587.1,,,,132712.5,40018.7,,30996.3,,,30178.6,,46251.7,57509.9,128408.1,,,,,89894.2,,61565.5,188128.6,71342.4,,,,50731.4,55615.6,,24258.9,,52851.4,,
glycylleucine,580428.9,50689.7,116729.9,38246.3,21991.2,104810.1,1673702.6,2368504.5,1899182.5,345409.6,426872.3,6972738.5,329719,267173.7,102021.6,114360.8,596725.6,21992.1,1955347.9,200294.9,217244.7,143397.6,1188883.3,1052791.4,192618.9,102552.8,109170.7,58839.4,154892.4,126280.6,,176711,44564.5,79333.6,52273.1,21071.2,168362,133494.5,184560.7,90046.6,29783.2,15282.6,45032.1,159021.3,32905.4,160284.2,443964,169078.8,81579.5,31801.5,76556.5,45835.2,118344.7,68703.4,41367.3,61411.3,74462.3,60737.9,15719.8
glycylproline,387402.9,81582.1,94097.1,,,29837.7,349727.3,283109.3,411182.2,40450.5,363763.3,1138515.1,37210.1,99430.4,131468.9,73470.1,324137.5,,409353.5,128490,145676.8,83330.7,209326.2,283888.3,113309.9,148588.3,81384.5,,144022.8,111500.5,17101.9,75111.1,159106,98505,63077.1,18794.2,91766.4,59298.8,166444.7,78912.2,39375.3,,45037.8,96174.3,,,191984.8,148904.9,111836.1,52886.2,34879.6,43614.8,38024.2,,,32067.6,64599.2,47473.5,15381.6
glycyltryptophan,44338.5,,,,,,41466.4,73160.7,68055.9,,45593.2,319186.2,42721,,,,,,66130.6,19985.7,,,,36284.8,,,,,,,,,,,,,32449.8,73820.8,,,,,,,,,24007.7,14710.1,,,,,,,,,,,
glycylvaline,783408.9,56073.5,76557.6,,,92502.5,1184503.8,1709781.1,1601857.6,122310.3,575598.4,3904734.5,284915.3,274789.4,69048.5,86202,739912.3,25940.2,1666403.8,104920,116811.3,88345.1,858831.1,1000507.3,86640.1,62873.4,78563.9,,216825.1,67348.9,50495.3,73748.4,103489.9,51684.1,36572,48449.3,97894.6,75487.1,181464.1,,22288.4,28267,61374.1,405159.8,25656.4,30739.7,390211.4,109964.4,87078.2,,44354.1,32981.2,32562.8,29018.5,,,51723.7,35590.7,
guanidinoacetate,151042.5,,127175.4,,4205.2,32964.2,199126.5,172629,591098.3,,1098912.5,147371.6,,193656.4,149004.4,218946.1,428120.5,,718370.4,19048.1,191815.9,125716.3,379468.6,943639.6,,,97472.7,,142545.8,,,64009,,,146461.5,,145333.5,303608.6,171737.7,,,,,60665,47557.7,,293975.3,761809.2,164794.4,,17606.6,,,,146092.6,,138657,54540.8,19221.6
